SpeciesID,CommonName,ScientificName,species_definition,taxonomic_source,taxonomic_id,kingdom,phylum,class,order,family,genus,rank,new_scientificName,new_scientificNameID,new_kingdom,new_phylum,new_class,new_order,new_family,new_genus,new_rank,match_type
G332,Ida's Miter,Atrimitra idae,Atrimitra idae(proir species was Mitra),WoRMS,1074819,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,Mitra,Species,Atrimitra idae,1074819.0,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,Atrimitra,Species,exact
G333,California cone,Californiconus californicus,Californiconus californicus (prior species was Conus),WoRMS,581058,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Species,Californiconus californicus,581058.0,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Species,exact
G335,Gem Murex,Maxwellia gemma,Maxwellia gemma,WoRMS,408591,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Maxwellia,Species,Maxwellia gemma,408591.0,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Maxwellia,Species,exact
G34,Brown turban snail,Tegula brunnea,Tegula brunnea,WoRMS,534187,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,Species,Tegula brunnea,534187.0,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,Species,exact
G35,Chestnut Cowrie,Neobernaya spadicea,"Neobernaya spadicea, Southern CA",WoRMS,580674,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Neobernaya,Species,Neobernaya spadicea,580674.0,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Neobernaya,Species,exact
G351,Rigid Cowrie,Cypraea tigris,"Cypraea tigris, Southern CA",WoRMS,216843,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Cypraea,Species,Cypraea tigris,216843.0,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Cypraea,Species,exact
G352,Olive Cowrie,Callianax biplicata,"Callianax biplicata, Southern CA",WoRMS,1424883,Animalia,Mollusca,Gastropoda,Neogastropoda,Olividae,Callianax,Species,Callianax biplicata,1424883.0,Animalia,Mollusca,Gastropoda,Neogastropoda,Olividae,Callianax,Species,exact
G353,Coffee Bean Cowrie,Pseudopusula californiana,Pseudopusula californiana,WoRMS,833539,Animalia,Mollusca,Gastropoda,Littorinimorpha,Triviidae,Pseudopusula,Species,Pseudopusula californiana,833539.0,Animalia,Mollusca,Gastropoda,Littorinimorpha,Triviidae,Pseudopusula,Species,exact
G36,Kellet's Whelk,Kelletia kelletii,"Kelletia kelletii, Southern CA",WoRMS,491054,Animalia,Mollusca,Gastropoda,Neogastropoda,Austrosiphonidae,Kelletia,Species,Kelletia kelletii,491054.0,Animalia,Mollusca,Gastropoda,Neogastropoda,Austrosiphonidae,Kelletia,Species,exact
G362,Whelk species,Buccinidae,"whelk, not identified beyond the family level",WoRMS,149,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,,Family,Buccinidae,149.0,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,,Family,exact
G37,Wavy Turban Snail,Megastraea undosa,"Megastraea undosa, Southern CA",WoRMS,528084,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Megastraea,Species,Megastraea undosa,528084.0,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Megastraea,Species,exact
G377,Norris' Top Snail,Norrisia norrisii,Norrisia norrisii,WoRMS,534181,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Norrisia,Species,Norrisia norrisii,534181.0,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Norrisia,Species,exact
G38,Nuttall's Hornmouth,Ceratostoma nuttalli,"Ceratostoma nuttalli, Southern CA",WoRMS,403965,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma,Species,Ceratostoma nuttalli,403965.0,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma,Species,exact
G39,California Frog Shell,Crossata californica,"Crossata californica, Southern CA (prior genus was Bursa)",WoRMS,580701,Animalia,Mollusca,Gastropoda,Littorinimorpha,Bursidae,Crossata,Species,Crossata californica,580701.0,Animalia,Mollusca,Gastropoda,Littorinimorpha,Bursidae,Crossata,Species,exact
G4,Limpet,Gastropoda,"limpet, unidentified beyond the class level",WoRMS,101,Animalia,Mollusca,Gastropoda,,,,Class,Gastropoda,101.0,Animalia,Mollusca,Gastropoda,,,,Class,exact
G41,White Cap Limpet,Acmaea mitra,Acmaea mitra,WoRMS,456582,Animalia,Mollusca,Gastropoda,,Acmaeidae,Acmaea,Species,Acmaea mitra,456582.0,Animalia,Mollusca,Gastropoda,,Acmaeidae,Acmaea,Species,exact
G42,Owl Limpet,Lottia gigantea,Lottia gigantea,WoRMS,456593,Animalia,Mollusca,Gastropoda,,Lottiidae,Lottia,Species,Lottia gigantea,456593.0,Animalia,Mollusca,Gastropoda,,Lottiidae,Lottia,Species,exact
G43,Keyhole Limpet,Megathura crenulata,Megathura crenulata,WoRMS,527885,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Megathura,Species,Megathura crenulata,527885.0,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Megathura,Species,exact
G44,Keyhole Limpet (Rough),Diodora aspera,Diodora aspera,WoRMS,367955,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,Species,Diodora aspera,367955.0,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,Species,exact
G5,Octopus,Octopoda,"octopus, not identified beyond the order level",WoRMS,11718,Animalia,Mollusca,Cephalopoda,Octopoda,,,Order,Octopoda,11718.0,Animalia,Mollusca,Cephalopoda,Octopoda,,,Order,exact
G51,Two-Spot Octopus,Octopus bimaculoides,Octopus bimaculoides,WoRMS,341952,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Species,Octopus bimaculoides,341952.0,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Species,exact
G6,Scallop species,Pectinidae,"scallop, not identified beyond the family level",WoRMS,213,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,,Family,Pectinidae,213.0,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,,Family,exact
G61,Pink Scallop,Chlamys rubida,Chlamys rubida,WoRMS,254460,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,Species,Chlamys rubida,254460.0,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,Species,exact
G62,Rock Scallop,Crassadoma gigantea,Crassadoma gigantea,WoRMS,240774,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Crassadoma,Species,Crassadoma gigantea,240774.0,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Crassadoma,Species,exact
G71,Abalone Jingle,Pododesmus macrochisma,Pododesmus macrochisma (prior species was cepio),WoRMS,758426,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Species,Pododesmus macrochisma,758426.0,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Species,exact
G81,Sea Hare,Aplysiida,"sea hare, not identified beyond the clade level in the subclass Heterobranchia",WoRMS,1058953,Animalia,Mollusca,Gastropoda,Aplysiida,,,Order,Aplysiida,1058953.0,Animalia,Mollusca,Gastropoda,Aplysiida,,,Order,exact
K11,Bull Kelp,Nereocystis luetkeana,"Nereocystis luetkeana, fully developed",WoRMS,240752,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Nereocystis,Species,Nereocystis luetkeana,240752.0,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Nereocystis,Species,exact
K112,Bull Kelp Juvenile,Nereocystis luetkeana,"Nereocystis luetkeana, juvenile, not fully developed",WoRMS,240752,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Nereocystis,Species,Nereocystis luetkeana,240752.0,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Nereocystis,Species,exact
K12,Laminarian Kelp,Laminariaceae,"laminarian kelp, not identified beyond the family level",WoRMS,143755,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,,Family,Laminariaceae,143755.0,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,,Family,exact
K18,Gastroclonium,Gastroclonium spp.,"red algae species, not identified beyond the genus level",WoRMS,144239,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Champiaceae,Gastroclonium,Genus,Gastroclonium,144239.0,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Champiaceae,Gastroclonium,Genus,exact
L1,Spiny Lobster,Panulirus interruptus,"Panulirus interruptus, Southern CA species",WoRMS,382898,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Species,Panulirus interruptus,382898.0,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Species,exact
N1,Sea Anemone,Actiniaria,order level,WoRMS,1360,Animalia,Cnidaria,Anthozoa,Actiniaria,,,Order,Actiniaria,1360.0,Animalia,Cnidaria,Anthozoa,Actiniaria,,,Order,exact
N11,Urticina Anemone,Urticina spp.,genus level,WoRMS,100706,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,Genus,Urticina,100706.0,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,Genus,exact
N12,Tube-Dwelling Anemone,Pachycerianthus fimbriatus,Pachycerianthus fimbriatus,WoRMS,283820,Animalia,Cnidaria,Anthozoa,Spirularia,Cerianthidae,Pachycerianthus,Species,Pachycerianthus fimbriatus,283820.0,Animalia,Cnidaria,Anthozoa,Spirularia,Cerianthidae,Pachycerianthus,Species,exact
N2,Bryozoan,Bryozoa,phylum level,WoRMS,146142,Animalia,Bryozoa,,,,,Phylum,Bryozoa,146142.0,Animalia,Bryozoa,,,,,Phylum,exact
N3,Hydroid,Hydrozoa,"hydrozoans, not identified beyond the class level",WoRMS,1337,Animalia,Cnidaria,Hydrozoa,,,,Class,Hydrozoa,1337.0,Animalia,Cnidaria,Hydrozoa,,,,Class,exact
P1,Sponge,Porifera,"sponge, not identified beyond the phylum level",WoRMS,558,Animalia,Porifera,,,,,Phylum,Porifera,558.0,Animalia,Porifera,,,,,Phylum,exact
P12,Sponge,Cliona spp.,"sponge, not identified beyond the genus level",WoRMS,132026,Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Cliona,Genus,Cliona,132026.0,Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Cliona,Genus,exact
P13,Orange Puffball Sponge,Tethya aurantium,Tethya aurantium (prior species was arantia),WoRMS,134311,Animalia,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Species,Tethya aurantium,134311.0,Animalia,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Species,exact
P14,Grey Puff Ball Sponge,Craniella arb,Craniella arb,WoRMS,171324,Animalia,Porifera,Demospongiae,Tetractinellida,Tetillidae,Craniella,Species,Craniella arb,171324.0,Animalia,Porifera,Demospongiae,Tetractinellida,Tetillidae,Craniella,Species,exact
S0,Seastars,Asteroidea,"seastar, not identified beyond the class level",WoRMS,123080,Animalia,Echinodermata,Asteroidea,,,,Class,Asteroidea,123080.0,Animalia,Echinodermata,Asteroidea,,,,Class,exact
S1,Pisaster species,Pisaster spp.,"Pisaster spp., not identified beyond the genus level",WoRMS,240754,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Genus,Pisaster,240754.0,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Genus,exact
S11,Ochre Star,Pisaster ochraceus,Pisaster ochraceus,WoRMS,240755,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Species,Pisaster ochraceus,240755.0,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Species,exact
S12,Giant Spined Star,Pisaster giganteus,Pisaster giganteus,WoRMS,240758,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Species,Pisaster giganteus,240758.0,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Species,exact
S13,Short Spined Star,Pisaster brevispinus,Pisaster brevispinus,WoRMS,240757,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Species,Pisaster brevispinus,240757.0,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Species,exact
S2,Solaster species,Solaster spp.,"Solaster spp., not identified beyond the genus level",WoRMS,123338,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Genus,Solaster,123338.0,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Genus,exact
S22,Stimpson's Sun Star,Solaster stimpsoni,Solaster stimpsoni,WoRMS,292729,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Species,Solaster stimpsoni,292729.0,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Species,exact
S31,Leather Star,Dermasterias imbricata,Dermasterias imbricata,WoRMS,240771,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,Species,Dermasterias imbricata,240771.0,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,Species,exact
S41,Blood Star,Henricia leviuscula,Henricia leviuscula,WoRMS,369117,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Species,Henricia leviuscula,369117.0,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Species,exact
S51,Fish-Eating Star (velcro star),Stylasterias forreri,Stylasterias forreri,WoRMS,255062,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stylasterias,Species,Stylasterias forreri,255062.0,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stylasterias,Species,exact
S61,Bat Star,Patiria miniata,previous genus was Asterina,WoRMS,382131,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Species,Patiria miniata,382131.0,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Species,exact
S71,False Ochre Star,Evasterias troschelii,Evasterias troschelii,WoRMS,255040,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Species,Evasterias troschelii,255040.0,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Species,exact
S81,Rainbow Star,Orthasterias koehleri,Orthasterias koehleri,WoRMS,255048,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias,Species,Orthasterias koehleri,255048.0,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias,Species,exact
S91,Sunflower Star,Pycnopodia helianthoides,Pycnopodia helianthoides,WoRMS,240764,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,Species,Pycnopodia helianthoides,240764.0,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,Species,exact
S921,Six-Rayed Star,Leptasterias hexactis,Leptasterias hexactis,WoRMS,369177,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,Species,Leptasterias hexactis,369177.0,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,Species,exact
S931,Mottled Star,Evasterias troschelii,Evasterias troschelii,WoRMS,255040,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Species,Evasterias troschelii,255040.0,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Species,exact
S981,Comet Star,Linckia columbiae,Linckia columbiae,WoRMS,378630,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Species,Linckia columbiae,378630.0,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Species,exact
S991,Brittle Star,Ophiopteris papillosa,Ophiopteris papillosa,WoRMS,244022,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiopteridae,Ophiopteris,Species,Ophiopteris papillosa,244022.0,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiopteridae,Ophiopteris,Species,exact
T1,Tunicate,Tunicata,"tunicate, not identified beyond the subphylum level",WoRMS,146420,Animalia,Chordata,,,,,Subphylum,Tunicata,146420.0,Animalia,Chordata,,,,,Subphylum,exact
T12,Spiny-headed Tunicate,Boltenia villosa,Boltenia villosa,WoRMS,250073,Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,Species,Boltenia villosa,250073.0,Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,Species,exact
T13,Pink Tunicate (Solitary),Cnemidocarpa finmarkiensis,Cnemidocarpa finmarkiensis,WoRMS,103870,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Cnemidocarpa,Species,Cnemidocarpa finmarkiensis,103870.0,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Cnemidocarpa,Species,exact
T14,Clear Tunicate (Solitary),Corella willmeriana,Corella willmeriana,WoRMS,250378,Animalia,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Corella,Species,Corella willmeriana,250378.0,Animalia,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Corella,Species,exact
T15,Stalked Tunicate,Styela montereyensis,Styela montereyensis,WoRMS,240756,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Species,Styela montereyensis,240756.0,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Species,exact
U0,Urchin,Echinoidea,"urchin, not identified beyond the class level",WoRMS,123082,Animalia,Echinodermata,Echinoidea,,,,Class,Echinoidea,123082.0,Animalia,Echinodermata,Echinoidea,,,,Class,exact
U1,Red Urchin,Strongylocentrotus franciscanus,Strongylocentrotus franciscanus,WoRMS,591102,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Species,Strongylocentrotus franciscanus,591102.0,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Species,exact
U11,Purple Urchin,Strongylocentrotus purpuratus,Strongylocentrotus purpuratus,WoRMS,240747,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Species,Strongylocentrotus purpuratus,240747.0,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Species,exact
U12,Coronado (Crowned Black) Urchin,Centrostephanus coronatus,"Centrostephanus coronatus, Southern CA species",WoRMS,513165,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Species,Centrostephanus coronatus,513165.0,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Species,exact
U13,White Urchin,Lytechinus pictus,"Lytechinus pictus, Southern CA species (prior species was anamesus)",WoRMS,513378,Animalia,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Lytechinus,Species,Lytechinus pictus,513378.0,Animalia,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Lytechinus,Species,exact
U14,Heart Urchin,Spatangoida spp.,"heart urchin, not identified beyond the genus level",WoRMS,123106,Animalia,Echinodermata,Echinoidea,Spatangoida,,,Order,Spatangoida,123106.0,Animalia,Echinodermata,Echinoidea,Spatangoida,,,Order,exact
U15,Black Urchin,Arbacia stellata,Arbacia stellata,WoRMS,513125,Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,Species,Arbacia stellata,513125.0,Animalia,Echinodermata,Echinoidea,Arbacioida,Arbaciidae,Arbacia,Species,exact
U2,Sea Cucumber,Holothuroidea,"sea cucumber, not identified beyond the class level",WoRMS,123083,Animalia,Echinodermata,Holothuroidea,,,,Class,Holothuroidea,123083.0,Animalia,Echinodermata,Holothuroidea,,,,Class,exact
U21,Giant Red Sea Cucumber,Apostichopus californicus,Apostichopus californicus (prior species was Parastichopus),WoRMS,529363,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,Species,Apostichopus californicus,529363.0,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,Species,exact
U22,White Sea Cucumber,Eupentacta quinquesemita,Eupentacta quinquesemita,WoRMS,529305,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Eupentacta,Species,Eupentacta quinquesemita,529305.0,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Sclerodactylidae,Eupentacta,Species,exact
U23,Warty Sea Cucumber,Apostichopus parvimensis,Apostichopus parvimensis,WoRMS,529435,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,Species,Apostichopus parvimensis,529435.0,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,Species,exact
U24,Pseudocnus (Cucumeria) spp.,Pseudocnus lubricus,previous genus was Cucumeria,WoRMS,529633,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Pseudocnus,Species,Pseudocnus lubricus,529633.0,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Pseudocnus,Species,exact
U25,Orange Sea Cucumber,Cucumaria miniata,Cucumaria miniata,WoRMS,225807,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,Species,Cucumaria miniata,225807.0,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,Species,exact
W1,Polychaete Worm,Polychaeta,"polychate worm, not identified beyond the class level",WoRMS,883,Animalia,Annelida,Polychaeta,,,,Class,Polychaeta,883.0,Animalia,Annelida,Polychaeta,,,,Class,exact
W2,Nereid Worm,Nereis spp.,"nereid worm, not identified beyond the genus level",WoRMS,129379,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,Genus,Nereis,129379.0,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis,Genus,exact
W21,Fire Worm,Polychaeta,"fire worm, not identified beyond the class level",WoRMS,883,Animalia,Annelida,Polychaeta,,,,Class,Polychaeta,883.0,Animalia,Annelida,Polychaeta,,,,Class,exact
W3,Flatworm,Platyhelminthes,"flatworm, not identified beyond the phylum level",WoRMS,793,Animalia,Platyhelminthes,,,,,Phylum,Platyhelminthes,793.0,Animalia,Platyhelminthes,,,,,Phylum,exact
W4,Ribbon Worm,Nemertea,"ribbon worm, not identified beyond the phylum level",WoRMS,152391,Animalia,Nemertea,,,,,Phylum,Nemertea,152391.0,Animalia,Nemertea,,,,,Phylum,exact
Wh1,Whelk species,Buccinidae,"whelk, not identified beyond the family level",WoRMS,149,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,,Family,Buccinidae,149.0,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,,Family,exact
WS1,Wasting Star,Asteroidea,"starfish, shriveled, wasted animal. Code used after the 2013 seastar wasting event.",WoRMS,123080,Animalia,Echinodermata,Asteroidea,,,,Class,Asteroidea,123080.0,Animalia,Echinodermata,Asteroidea,,,,Class,exact
WS4,Wasting Bat Star,Patiria miniata,"bat star, shriveled, wasted animal. Code used after the 2013 seastar wasting event.",WoRMS,382131,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Species,Patiria miniata,382131.0,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Species,exact
X11,Aggregating anemone,Anthopleura elegantisima,Anthopleura elegantisima,WoRMS,283347,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Species,Anthopleura elegantisima,283347.0,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Species,exact
X12,Solitary anemone,Anthopleura xanthogrammica,Anthopleura xanthogrammica,WoRMS,283377,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Species,Anthopleura xanthogrammica,283377.0,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Species,exact
